Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,165.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,1481.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,9094.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,423.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,159.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,1457.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,10363.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,514.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,167.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,1491.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,10762.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,458.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,213.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,1599.0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,12309.0,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,512.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,199.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,Counts,6572.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,Counts,6723.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Counts,6919.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Counts,3581.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Counts,7357.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Counts,3493.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,907.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,3259.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,943.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,2871.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,977.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,1009.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,10575.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,10533.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,11014.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,9570.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,11527.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,9845.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,1491.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,9345.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,1596.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,9035.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,1627.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,1522.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,10846.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,10758.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,11132.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,2874.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,11534.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,2869.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,2396.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,2713.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,2449.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,2597.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,2388.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,2172.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,3780.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,3718.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,3833.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,1900.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,4186.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,1928.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,467.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,1849.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,492.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,1928.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,520.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,465.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Counts,10490.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Counts,10163.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,10874.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,3416.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,11093.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,3486.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,2181.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,3500.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,2148.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,3378.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,2202.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,1739.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2013,Counts,2207.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,Counts,2200.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2015,Counts,2335.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2015,Counts,934.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,Counts,2533.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,Counts,1045.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,244.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,1050.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,267.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,1150.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,Counts,298.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,Counts,219.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2013,Counts,0.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Counts,0.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Counts,0.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Counts,7587.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Counts,0.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Counts,8828.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,1.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,9344.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,0.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,9882.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Counts,0.0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Counts,1.0,CTS
